Transportation,Land,Vehicles,Sedan
Transportation,Land,Vehicles,Bus
Transportation,Land,Vehicles,Truck-flatbed
Transportation,Land,Vehicles,Truck-box
Transportation,Land,Vehicles,Truck-dump
Transportation,Land,Vehicles,Truck-high wheel
Transportation,Land,Vehicles,Truck-other
Transportation,Land,Vehicles,Ambulance
Transportation,Land,Vehicles,Ambus
Transportation,Land,Infrastructure,Planning/engineering
Transportation,Land,Infrastructure,Road construction
Transportation,Land,Infrastructure,Traffic control systems
Transportation,Air,Aircraft,Rotary-passenger
Transportation,Air,Aircraft,Rotary-cargo
Transportation,Air,Aircraft,Rotary-ambulance
Transportation,Air,Aircraft,Fixed-passenger
Transportation,Air,Aircraft,Fixed-cargo
Transportation,Air,Aircraft,Fixed-ambulance
Transportation,Air,Ground support,Fuel
Transportation,Air,Ground support,Airframe/powerplant specialist
Transportation,Air,Ground support,Cargo handling specialist
Transportation,Air,Ground support,Air traffic control specialist
Transportation,Marine,Vessels,Barge
Transportation,Marine,Vessels,Tug
Transportation,Marine,Vessels,Launch
Transportation,Marine,Vessels,Bulk carrier
Transportation,Marine,Vessels,Container carrier
Transportation,Marine,Vessels,Fireboat
Transportation,Marine,Shoreside,Floating dock
Transportation,Marine,Shoreside,Fueling
Transportation,Marine,Shoreside,Transfer
Communications,Tactical/field,Radio,Land-mobile handheld
Communications,Tactical/field,Radio,Land-mobile base
Communications,Tactical/field,Radio,Microwave
Communications,Tactical/field,Telephone-satellite,Handset
Communications,Tactical/field,Telephone-satellite,Service contract
Communications,Tactical/field,Telephone-cellular,Handset
Communications,Infrastructure,Telephone-cellular,Repeater
Communications,Infrastructure,Telephone-cellular,Tower
Communications,Infrastructure,Telephone-landline,Switching equipment
Communications,Infrastructure,Telephone-landline,Cable (copper)
Communications,Infrastructure,Telephone-landline,Cable (fiber)
Communications,Sustainment,Power,Solar
Communications,Sustainment,Power,Batteries
Public Works,Power/energy,Electrical systems,Generation
Public Works,Power/energy,Electrical systems,Transmission
Public Works,Power/energy,Electrical systems,Distribution
Public Works,Power/energy,Electrical systems,Solar collection
Public Works,Power/energy,Electrical systems,Power conditioning equipment
Public Works,Power/energy,Fuel,Gasoline
Public Works,Power/energy,Fuel,Diesel
Public Works,Power/energy,Fuel,Other
Public Works,Water,Potable water,Desalination equipment
Public Works,Water,Potable water,Purification/filtration systems
Public Works,Water,Potable water,Pumping equipment
Public Works,Water,Potable water,Tank truck
Public Works,Water,Potable water,Storage tank
Public Works,Water,Wastewater,Pumping equipment
Public Works,Water,Wastewater,Treatment systems
Public Works,Sanitation,Bleach
Public Works,Sanitation,Personal hygiene kit
Public Works,Personnel,Engineer,Structural
Public Works,Personnel,Engineer,Mechanical
Public Works,Personnel,Engineer,Electrical
Public Works,Personnel,Engineer,Transportation
Public Works,Personnel,Code specialist
Public Works,Personnel,Urban planner
Public Works,Personnel,Health & safety specialist
Public Works,Construction/maint. Eqpt.,Aerial lift,Scissor
Public Works,Construction/maint. Eqpt.,Aerial lift,Boom
Public Works,Construction/maint. Eqpt.,Air compressor
Public Works,Construction/maint. Eqpt.,Air conditioner
Public Works,Construction/maint. Eqpt.,Concrete cutter
Public Works,Construction/maint. Eqpt.,Crane
Public Works,Construction/maint. Eqpt.,Dozer
Public Works,Construction/maint. Eqpt.,Excavator
Public Works,Construction/maint. Eqpt.,Floodlight
Public Works,Construction/maint. Eqpt.,Grader
Public Works,Construction/maint. Eqpt.,Scraper/earth mover
Public Works,Construction/maint. Eqpt.,Snow blower
